scope,display_name,base_species,species,method,location,period,chance,requirement,evolution_from
species,SPECIES_JUMPLUFF,SPECIES_JUMPLUFF,SPECIES_JUMPLUFF,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SKIPLOOM
species,SPECIES_AIPOM,SPECIES_AIPOM,SPECIES_AIPOM,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SUNKERN,SPECIES_SUNKERN,SPECIES_SUNKERN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SUNFLORA,SPECIES_SUNFLORA,SPECIES_SUNFLORA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SUNKERN
species,SPECIES_YANMA,SPECIES_YANMA,SPECIES_YANMA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_WOOPER,SPECIES_WOOPER,SPECIES_WOOPER,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_QUAGSIRE,SPECIES_QUAGSIRE,SPECIES_QUAGSIRE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ESPEON,SPECIES_ESPEON,SPECIES_ESPEON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_EEVEE
species,SPECIES_UMBREON,SPECIES_UMBREON,SPECIES_UMBREON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_EEVEE
species,SPECIES_MURKROW,SPECIES_MURKROW,SPECIES_MURKROW,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SLOWKING,SPECIES_SLOWKING,SPECIES_SLOWKING,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SLOWPOKE
species,SPECIES_MISDREAVUS,SPECIES_MISDREAVUS,SPECIES_MISDREAVUS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_UNOWN,SPECIES_UNOWN,SPECIES_UNOWN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_WOBBUFFET,SPECIES_WOBBUFFET,SPECIES_WOBBUFFET,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GIRAFARIG,SPECIES_GIRAFARIG,SPECIES_GIRAFARIG,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PINECO,SPECIES_PINECO,SPECIES_PINECO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_FORRETRESS,SPECIES_FORRETRESS,SPECIES_FORRETRESS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PINECO
species,SPECIES_DUNSPARCE,SPECIES_DUNSPARCE,SPECIES_DUNSPARCE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GLIGAR,SPECIES_GLIGAR,SPECIES_GLIGAR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_STEELIX,SPECIES_STEELIX,SPECIES_STEELIX,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SNUBBULL,SPECIES_SNUBBULL,SPECIES_SNUBBULL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GRANBULL,SPECIES_GRANBULL,SPECIES_GRANBULL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SNUBBULL
species,SPECIES_QWILFISH,SPECIES_QWILFISH,SPECIES_QWILFISH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SCIZOR,SPECIES_SCIZOR,SPECIES_SCIZOR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SCYTHER
species,SPECIES_SHUCKLE,SPECIES_SHUCKLE,SPECIES_SHUCKLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_HERACROSS,SPECIES_HERACROSS,SPECIES_HERACROSS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SNEASEL,SPECIES_SNEASEL,SPECIES_SNEASEL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TEDDIURSA,SPECIES_TEDDIURSA,SPECIES_TEDDIURSA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_URSARING,SPECIES_URSARING,SPECIES_URSARING,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TEDDIURSA
species,SPECIES_SLUGMA,SPECIES_SLUGMA,SPECIES_SLUGMA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MAGCARGO,SPECIES_MAGCARGO,SPECIES_MAGCARGO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SLUGMA
species,SPECIES_SWINUB,SPECIES_SWINUB,SPECIES_SWINUB,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PILOSWINE,SPECIES_PILOSWINE,SPECIES_PILOSWINE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SWINUB
species,SPECIES_CORSOLA,SPECIES_CORSOLA,SPECIES_CORSOLA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_REMORAID,SPECIES_REMORAID,SPECIES_REMORAID,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_OCTILLERY,SPECIES_OCTILLERY,SPECIES_OCTILLERY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_REMORAID
species,SPECIES_DELIBIRD,SPECIES_DELIBIRD,SPECIES_DELIBIRD,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MANTINE,SPECIES_MANTINE,SPECIES_MANTINE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MANTYKE
species,SPECIES_SKARMORY,SPECIES_SKARMORY,SPECIES_SKARMORY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_HOUNDOUR,SPECIES_HOUNDOUR,SPECIES_HOUNDOUR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_HOUNDOOM,SPECIES_HOUNDOOM,SPECIES_HOUNDOOM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_HOUNDOUR
species,SPECIES_KINGDRA,SPECIES_KINGDRA,SPECIES_KINGDRA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SEADRA
species,SPECIES_PHANPY,SPECIES_PHANPY,SPECIES_PHANPY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DONPHAN,SPECIES_DONPHAN,SPECIES_DONPHAN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PORYGON2,SPECIES_PORYGON2,SPECIES_PORYGON2,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PORYGON
species,SPECIES_STANTLER,SPECIES_STANTLER,SPECIES_STANTLER,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SMEARGLE,SPECIES_SMEARGLE,SPECIES_SMEARGLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TYROGUE,SPECIES_TYROGUE,SPECIES_TYROGUE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_HITMONTOP,SPECIES_HITMONTOP,SPECIES_HITMONTOP,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TYROGUE
species,SPECIES_SMOOCHUM,SPECIES_SMOOCHUM,SPECIES_SMOOCHUM,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ELEKID,SPECIES_ELEKID,SPECIES_ELEKID,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MAGBY,SPECIES_MAGBY,SPECIES_MAGBY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MILTANK,SPECIES_MILTANK,SPECIES_MILTANK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BLISSEY,SPECIES_BLISSEY,SPECIES_BLISSEY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CHANSEY
species,SPECIES_RAIKOU,SPECIES_RAIKOU,SPECIES_RAIKOU,wild,Route 10,all,1%,post-game,
species,SPECIES_ENTEI,SPECIES_ENTEI,SPECIES_ENTEI,wild,Mt. Silver 4F,all,1%,post-game,
species,SPECIES_SUICUNE,SPECIES_SUICUNE,SPECIES_SUICUNE,wild,Whirl Islands B1F,all,1%,post-game,
species,SPECIES_LARVITAR,SPECIES_LARVITAR,SPECIES_LARVITAR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PUPITAR,SPECIES_PUPITAR,SPECIES_PUPITAR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TYRANITAR,SPECIES_TYRANITAR,SPECIES_TYRANITAR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PUPITAR
species,SPECIES_LUGIA,SPECIES_LUGIA,SPECIES_LUGIA,wild,Whirl Islands B3F (Ledge overlooking Lugia room),all,1%,post-game,
species,SPECIES_HO_OH,SPECIES_HO_OH,SPECIES_HO_OH,wild,Bell Tower 10F,all,1%,post-game,
species,SPECIES_CELEBI,SPECIES_CELEBI,SPECIES_CELEBI,wild,Cerulean Cave B2F,all,1%,post-game,
species,SPECIES_TREECKO,SPECIES_TREECKO,SPECIES_TREECKO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GROVYLE,SPECIES_GROVYLE,SPECIES_GROVYLE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TREECKO
species,SPECIES_SCEPTILE,SPECIES_SCEPTILE,SPECIES_SCEPTILE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GROVYLE
species,SPECIES_TORCHIC,SPECIES_TORCHIC,SPECIES_TORCHIC,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_COMBUSKEN,SPECIES_COMBUSKEN,SPECIES_COMBUSKEN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TORCHIC
species,SPECIES_BLAZIKEN,SPECIES_BLAZIKEN,SPECIES_BLAZIKEN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_COMBUSKEN
species,SPECIES_MUDKIP,SPECIES_MUDKIP,SPECIES_MUDKIP,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MARSHTOMP,SPECIES_MARSHTOMP,SPECIES_MARSHTOMP,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MUDKIP
species,SPECIES_SWAMPERT,SPECIES_SWAMPERT,SPECIES_SWAMPERT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MARSHTOMP
species,SPECIES_POOCHYENA,SPECIES_POOCHYENA,SPECIES_POOCHYENA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MIGHTYENA,SPECIES_MIGHTYENA,SPECIES_MIGHTYENA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_POOCHYENA
species,SPECIES_ZIGZAGOON,SPECIES_ZIGZAGOON,SPECIES_ZIGZAGOON,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LINOONE,SPECIES_LINOONE,SPECIES_LINOONE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_WURMPLE,SPECIES_WURMPLE,SPECIES_WURMPLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SILCOON,SPECIES_SILCOON,SPECIES_SILCOON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_WURMPLE
species,SPECIES_BEAUTIFLY,SPECIES_BEAUTIFLY,SPECIES_BEAUTIFLY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SILCOON
species,SPECIES_CASCOON,SPECIES_CASCOON,SPECIES_CASCOON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_WURMPLE
species,SPECIES_DUSTOX,SPECIES_DUSTOX,SPECIES_DUSTOX,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CASCOON
species,SPECIES_LOTAD,SPECIES_LOTAD,SPECIES_LOTAD,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LOMBRE,SPECIES_LOMBRE,SPECIES_LOMBRE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LOTAD
species,SPECIES_LUDICOLO,SPECIES_LUDICOLO,SPECIES_LUDICOLO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LOMBRE
species,SPECIES_SEEDOT,SPECIES_SEEDOT,SPECIES_SEEDOT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_NUZLEAF,SPECIES_NUZLEAF,SPECIES_NUZLEAF,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SEEDOT
species,SPECIES_SHIFTRY,SPECIES_SHIFTRY,SPECIES_SHIFTRY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_NUZLEAF
species,SPECIES_TAILLOW,SPECIES_TAILLOW,SPECIES_TAILLOW,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SWELLOW,SPECIES_SWELLOW,SPECIES_SWELLOW,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TAILLOW
species,SPECIES_WINGULL,SPECIES_WINGULL,SPECIES_WINGULL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_PELIPPER,SPECIES_PELIPPER,SPECIES_PELIPPER,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_WINGULL
species,SPECIES_RALTS,SPECIES_RALTS,SPECIES_RALTS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_KIRLIA,SPECIES_KIRLIA,SPECIES_KIRLIA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_RALTS
species,SPECIES_GARDEVOIR,SPECIES_GARDEVOIR,SPECIES_GARDEVOIR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_KIRLIA
species,SPECIES_SURSKIT,SPECIES_SURSKIT,SPECIES_SURSKIT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MASQUERAIN,SPECIES_MASQUERAIN,SPECIES_MASQUERAIN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SURSKIT
species,SPECIES_SHROOMISH,SPECIES_SHROOMISH,SPECIES_SHROOMISH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BRELOOM,SPECIES_BRELOOM,SPECIES_BRELOOM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SHROOMISH
species,SPECIES_SLAKOTH,SPECIES_SLAKOTH,SPECIES_SLAKOTH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_VIGOROTH,SPECIES_VIGOROTH,SPECIES_VIGOROTH,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SLAKOTH
species,SPECIES_SLAKING,SPECIES_SLAKING,SPECIES_SLAKING,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_VIGOROTH
species,SPECIES_NINCADA,SPECIES_NINCADA,SPECIES_NINCADA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_NINJASK,SPECIES_NINJASK,SPECIES_NINJASK,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_NINCADA
species,SPECIES_SHEDINJA,SPECIES_SHEDINJA,SPECIES_SHEDINJA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_NINCADA
species,SPECIES_WHISMUR,SPECIES_WHISMUR,SPECIES_WHISMUR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LOUDRED,SPECIES_LOUDRED,SPECIES_LOUDRED,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_WHISMUR
species,SPECIES_EXPLOUD,SPECIES_EXPLOUD,SPECIES_EXPLOUD,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LOUDRED
species,SPECIES_MAKUHITA,SPECIES_MAKUHITA,SPECIES_MAKUHITA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_HARIYAMA,SPECIES_HARIYAMA,SPECIES_HARIYAMA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MAKUHITA
species,SPECIES_AZURILL,SPECIES_AZURILL,SPECIES_AZURILL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_NOSEPASS,SPECIES_NOSEPASS,SPECIES_NOSEPASS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SKITTY,SPECIES_SKITTY,SPECIES_SKITTY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DELCATTY,SPECIES_DELCATTY,SPECIES_DELCATTY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SKITTY
species,SPECIES_SABLEYE,SPECIES_SABLEYE,SPECIES_SABLEYE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MAWILE,SPECIES_MAWILE,SPECIES_MAWILE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ARON,SPECIES_ARON,SPECIES_ARON,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LAIRON,SPECIES_LAIRON,SPECIES_LAIRON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ARON
species,SPECIES_AGGRON,SPECIES_AGGRON,SPECIES_AGGRON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LAIRON
species,SPECIES_MEDITITE,SPECIES_MEDITITE,SPECIES_MEDITITE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MEDICHAM,SPECIES_MEDICHAM,SPECIES_MEDICHAM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MEDITITE
species,SPECIES_ELECTRIKE,SPECIES_ELECTRIKE,SPECIES_ELECTRIKE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MANECTRIC,SPECIES_MANECTRIC,SPECIES_MANECTRIC,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ELECTRIKE
species,SPECIES_PLUSLE,SPECIES_PLUSLE,SPECIES_PLUSLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MINUN,SPECIES_MINUN,SPECIES_MINUN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_VOLBEAT,SPECIES_VOLBEAT,SPECIES_VOLBEAT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ILLUMISE,SPECIES_ILLUMISE,SPECIES_ILLUMISE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ROSELIA,SPECIES_ROSELIA,SPECIES_ROSELIA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BUDEW
species,SPECIES_GULPIN,SPECIES_GULPIN,SPECIES_GULPIN,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SWALOT,SPECIES_SWALOT,SPECIES_SWALOT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GULPIN
species,SPECIES_CARVANHA,SPECIES_CARVANHA,SPECIES_CARVANHA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SHARPEDO,SPECIES_SHARPEDO,SPECIES_SHARPEDO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CARVANHA
species,SPECIES_WAILMER,SPECIES_WAILMER,SPECIES_WAILMER,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_WAILORD,SPECIES_WAILORD,SPECIES_WAILORD,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_WAILMER
species,SPECIES_NUMEL,SPECIES_NUMEL,SPECIES_NUMEL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CAMERUPT,SPECIES_CAMERUPT,SPECIES_CAMERUPT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_NUMEL
species,SPECIES_TORKOAL,SPECIES_TORKOAL,SPECIES_TORKOAL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SPOINK,SPECIES_SPOINK,SPECIES_SPOINK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GRUMPIG,SPECIES_GRUMPIG,SPECIES_GRUMPIG,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SPOINK
species,SPECIES_SPINDA,SPECIES_SPINDA,SPECIES_SPINDA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TRAPINCH,SPECIES_TRAPINCH,SPECIES_TRAPINCH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_VIBRAVA,SPECIES_VIBRAVA,SPECIES_VIBRAVA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TRAPINCH
species,SPECIES_FLYGON,SPECIES_FLYGON,SPECIES_FLYGON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_VIBRAVA
species,SPECIES_CACNEA,SPECIES_CACNEA,SPECIES_CACNEA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CACTURNE,SPECIES_CACTURNE,SPECIES_CACTURNE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CACNEA
species,SPECIES_SWABLU,SPECIES_SWABLU,SPECIES_SWABLU,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ALTARIA,SPECIES_ALTARIA,SPECIES_ALTARIA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SWABLU
species,SPECIES_ZANGOOSE,SPECIES_ZANGOOSE,SPECIES_ZANGOOSE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SEVIPER,SPECIES_SEVIPER,SPECIES_SEVIPER,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_LUNATONE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_SOLROCK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BARBOACH,SPECIES_BARBOACH,SPECIES_BARBOACH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_WHISCASH,SPECIES_WHISCASH,SPECIES_WHISCASH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CORPHISH,SPECIES_CORPHISH,SPECIES_CORPHISH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CRAWDAUNT,SPECIES_CRAWDAUNT,SPECIES_CRAWDAUNT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CORPHISH
species,SPECIES_BALTOY,SPECIES_BALTOY,SPECIES_BALTOY,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CLAYDOL,SPECIES_CLAYDOL,SPECIES_CLAYDOL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BALTOY
species,SPECIES_LILEEP,SPECIES_LILEEP,SPECIES_LILEEP,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CRADILY,SPECIES_CRADILY,SPECIES_CRADILY,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_LILEEP
species,SPECIES_ANORITH,SPECIES_ANORITH,SPECIES_ANORITH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ARMALDO,SPECIES_ARMALDO,SPECIES_ARMALDO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ANORITH
species,SPECIES_FEEBAS,SPECIES_FEEBAS,SPECIES_FEEBAS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MILOTIC,SPECIES_MILOTIC,SPECIES_MILOTIC,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FEEBAS
species,SPECIES_CASTFORM,SPECIES_CASTFORM,SPECIES_CASTFORM,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_KECLEON,SPECIES_KECLEON,SPECIES_KECLEON,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SHUPPET,SPECIES_SHUPPET,SPECIES_SHUPPET,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BANETTE,SPECIES_BANETTE,SPECIES_BANETTE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SHUPPET
species,SPECIES_DUSKULL,SPECIES_DUSKULL,SPECIES_DUSKULL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DUSCLOPS,SPECIES_DUSCLOPS,SPECIES_DUSCLOPS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DUSKULL
species,SPECIES_TROPIUS,SPECIES_TROPIUS,SPECIES_TROPIUS,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CHIMECHO,SPECIES_CHIMECHO,SPECIES_CHIMECHO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CHINGLING
species,SPECIES_ABSOL,SPECIES_ABSOL,SPECIES_ABSOL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_WYNAUT,SPECIES_WYNAUT,SPECIES_WYNAUT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SNORUNT,SPECIES_SNORUNT,SPECIES_SNORUNT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GLALIE,SPECIES_GLALIE,SPECIES_GLALIE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SNORUNT
species,SPECIES_SPHEAL,SPECIES_SPHEAL,SPECIES_SPHEAL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SEALEO,SPECIES_SEALEO,SPECIES_SEALEO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SPHEAL
species,SPECIES_WALREIN,SPECIES_WALREIN,SPECIES_WALREIN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SEALEO
species,SPECIES_CLAMPERL,SPECIES_CLAMPERL,SPECIES_CLAMPERL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_HUNTAIL,SPECIES_HUNTAIL,SPECIES_HUNTAIL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CLAMPERL
species,SPECIES_GOREBYSS,SPECIES_GOREBYSS,SPECIES_GOREBYSS,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CLAMPERL
species,SPECIES_RELICANTH,SPECIES_RELICANTH,SPECIES_RELICANTH,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_LUVDISC,SPECIES_LUVDISC,SPECIES_LUVDISC,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_BAGON,SPECIES_BAGON,SPECIES_BAGON,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SHELGON,SPECIES_SHELGON,SPECIES_SHELGON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BAGON
species,SPECIES_SALAMENCE,SPECIES_SALAMENCE,SPECIES_SALAMENCE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SHELGON
species,SPECIES_BELDUM,SPECIES_BELDUM,SPECIES_BELDUM,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_METANG,SPECIES_METANG,SPECIES_METANG,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BELDUM
